class_,cell_id,condition,sub_type,nCounts,mito_pct,umap1,umap2
MoMacDC,p3t3:bcDFHA,tumor,tMac3,2964,7.86099865047234,-13.0444188396335,-0.797927192263026
MoMacDC,p4t3:bcBWIG,tumor,tMacCycl,8858,9.43779634228946,-12.3552518169284,-0.921356252245326
MoMacDC,p1t1:bcHCAU,tumor,tMac1,4892,8.19705641864268,-11.4807582179904,-1.52750711780014
MoMacDC,p5t2:bcCFMF,tumor,tMac3,4176,8.18965517241379,-13.2695098201633,-0.800298980287928
MoMacDC,p5t2:bcGTPJ,tumor,tMac1,1679,5.71768910065515,-11.4500050823092,-1.93692140918197
MoMacDC,p7t2:bcABDK,tumor,tMac3,4887,6.13873542050338,-13.1343131343722,-1.00307445865097
MoMacDC,p1t2:bcBIAU,tumor,tMacCycl,10827,7.72143714787106,-11.8726306239963,-1.80656533580245
MoMacDC,p1t1:bcCDWP,tumor,tMono1,6088,5.78186596583443,-10.8936133663058,-1.57315545421066
MoMacDC,p3t3:bcECDI,tumor,tMac4,1523,8.40446487196323,-12.4579854289889,-1.3481097732109
MoMacDC,p1t2:bcGJFF,tumor,tMac3,9761,8.38028890482533,-12.8863492290378,-1.3500161681694
MoMacDC,p4t3:bcBVBN,tumor,tMac3,5726,8.06845965770171,-12.6098141948581,-0.704072168878932
MoMacDC,p4t3:bcGRQB,tumor,tDC3,3127,6.04413175567637,-4.52559664648771,11.4063088383156
MoMacDC,p7t1:bcFEZL,tumor,tMac3,1344,4.38988095238095,-13.1803450862765,-0.848202279619593
MoMacDC,p1t1:bcEXGF,tumor,tMac1,6049,4.33129442883121,-11.6975665370822,-2.09325366359176
MoMacDC,p1t2:bcFRKW,tumor,tMac2,1239,6.21468926553672,-12.6913380901217,-1.5250273261589
MoMacDC,p1t2:bcGTNA,tumor,tMono1,1650,4.42424242424242,-10.3980946819186,-2.04988556247177
MoMacDC,p5t2:bcGCHP,tumor,tMac1,2788,7.38880918220947,-11.5009312908053,-2.13723712306442
MoMacDC,p7t1:bcBHWP,tumor,tMac3,1002,3.89221556886228,-12.5851302425265,-1.55030494075241
MoMacDC,p7t1:bcCJOT,tumor,tMonoDC,4027,7.94636205612118,-11.6737151424289,-0.772894195131678
MoMacDC,p1t1:bcFKED,tumor,tMac2,4136,6.89071566731141,-11.7601657192111,-2.0078998122734
MoMacDC,p1t4:bcHTNI,tumor,tMonoDC,7044,5.66439522998296,-11.7136121074557,-0.961706450991053
MoMacDC,p1t1:bcCBCH,tumor,tMonoDC,2082,9.36599423631124,-11.3959336559176,-1.37176280360641
MoMacDC,p7t2:bcHBVP,tumor,tMac3,2971,7.80881857960283,-12.8632073680758,-1.29722123485031
MoMacDC,p1t4:bcANIU,tumor,tMono1,4569,7.63843291748742,-10.467672852695,-1.90379267077865
MoMacDC,p3t3:bcBRJH,tumor,tMonoDC,3374,7.82454060462359,-10.9487519542575,-0.654846242479701
MoMacDC,p1t4:bcHOBZ,tumor,tMac3,1674,6.27240143369176,-13.1217608730197,-0.999020627550501
MoMacDC,p1t2:bcBWJA,tumor,tMonoDC,1690,6.74556213017752,-11.0088992397189,-0.694107464365382
MoMacDC,p4t2:bcGYIX,tumor,tMac3,6551,4.06044878644482,-12.4715857784152,-0.355664661936183
MoMacDC,p4t1:bcEGAZ,tumor,tMac8,3667,8.61739841832561,-13.0655770580173,-0.720267942957301
MoMacDC,p3t3:bcDGLB,tumor,tMac8,2934,6.06680299931834,-12.1792454997897,-0.842061570696253
MoMacDC,p7t2:bcFYUW,tumor,tMac3,4497,9.16166333110963,-12.0326237956882,-1.75731830935897
MoMacDC,p1t1:bcHOZN,tumor,tMac1,6788,7.66057748968768,-11.4762044231296,-1.94722586017074
MoMacDC,p6t2:bcDBTB,tumor,tMac3,2132,4.22138836772983,-12.5300202648044,-0.91453509669723
MoMacDC,p5t1:bcBAUZ,tumor,tDC1,1339,7.91635548917102,-10.8002753536105,-0.709859422258753
MoMacDC,p5t2:bcHAOK,tumor,tMacCycl,2188,5.85009140767825,-11.8522086421847,-1.92543106418075
MoMacDC,p1t3:bcFHSW,tumor,tDC1,5898,7.62970498474059,-10.8284144679904,-0.716525724939723
MoMacDC,p1t4:bcASFG,tumor,tMac1,3340,5.38922155688623,-11.7673487941623,-2.09081058841171
MoMacDC,p7t1:bcFDNV,tumor,tMono1,1783,7.1228266965788,-10.6350932399631,-1.62195473056259
MoMacDC,p1t4:bcDGOM,tumor,tMac1,5976,6.52610441767068,-11.4414286891818,-1.45548348765792
MoMacDC,p1t4:bcFIHK,tumor,tMac1,6485,2.25134926754048,-12.2016635219455,-2.28162532191696
MoMacDC,p7t1:bcDQXI,tumor,tMac1,1615,6.13003095975232,-11.4065518657565,-2.04394655566635
MoMacDC,p6t1:bcFAWN,tumor,tMac3,9425,8.9973474801061,-12.799499062717,-0.567322186045069
MoMacDC,p1t1:bcAOJY,tumor,tMac4,2863,4.99476074048201,-12.737502602756,-1.79690795283737
MoMacDC,p1t2:bcGDPM,tumor,tMac3,3625,4.77241379310345,-12.7981581966281,-1.60606747012557
MoMacDC,p7t2:bcGYME,tumor,tMono1,4022,6.29040278468424,-10.6122956554294,-1.83524399142684
MoMacDC,p5t2:bcEVKU,tumor,tMac5,2245,7.30512249443207,-13.0178351680636,-0.518411806635279
MoMacDC,p5t1:bcDMWS,tumor,tMac3,1787,9.23335198656967,-12.7480750362277,-0.983925155214686
MoMacDC,p1t2:bcFSEG,tumor,tMac4,5154,6.81024447031432,-12.5198359767795,-2.02197699885787
MoMacDC,p7t2:bcAPUX,tumor,tMac1,1277,4.77682067345341,-12.1389441768527,-2.24865608554305
MoMacDC,p7t2:bcDDMK,tumor,tMac3,5459,5.55046711851988,-13.0588479320407,-1.00756841044845
MoMacDC,p1t2:bcATVG,tumor,tMac2,4484,6.24442462087422,-12.6434798519015,-1.73158912997665
MoMacDC,p4t2:bcCUBD,tumor,tMac3,10387,6.39260614229325,-12.5815196315646,-0.310325792841334
MoMacDC,p1t1:bcGEED,tumor,tMono1,2974,7.06119704102219,-10.5038895885348,-1.94765739779891
MoMacDC,p3t1:bcGNQT,tumor,tMono3,4249,5.22475876676865,-10.3672747890353,-2.0752289805931
MoMacDC,p7t2:bcGGGQ,tumor,tMac3,1401,7.994289793005,-13.1293645183444,-0.995653680376429
MoMacDC,p5t2:bcHRUU,tumor,tMac7,5761,6.57871897240062,-12.8885016719699,-0.940239003710169
MoMacDC,p5t1:bcGOJT,tumor,tMac8,1817,8.42047330764997,-11.567734269321,-0.94866972308578
MoMacDC,p3t2:bcGUEE,tumor,tMono1,1904,8.5609243697479,-10.6231236736178,-1.46676831584396
MoMacDC,p1t1:bcDEJQ,tumor,tMac3,10263,7.01549254603917,-12.6010794917941,-1.43768697123947
MoMacDC,p1t2:bcGHRQ,tumor,tMono1,2899,6.79544670576061,-10.466901330173,-1.96021848063888
MoMacDC,p6t2:bcBVFX,tumor,tMac3,6148,6.96161353285621,-12.4089923183322,-0.834060004763026
MoMacDC,p1t1:bcHSVG,tumor,tMac1,2766,8.27910339840926,-12.218369034946,-2.25471644740524
MoMacDC,p7t2:bcDDAE,tumor,tMac2,2884,6.65742024965326,-12.5534816066623,-1.29682402949752
MoMacDC,p6t1:bcAZZT,tumor,tMac8,4057,8.30663051515898,-11.7161126415133,-0.758770993761439
MoMacDC,p6t2:bcETYH,tumor,tMac8,5369,7.17079530638853,-12.6384368221164,-0.315332463793177
MoMacDC,p1t1:bcBLPE,tumor,tMac2,2338,8.55431993156544,-12.5933051387668,-1.77987914424362
MoMacDC,p3t3:bcGVMH,tumor,tMac1,3494,7.52718946765884,-10.5278678218722,-2.0001888785881
MoMacDC,p3t1:bcEGZZ,tumor,tMac3,1437,6.47181628392484,-12.5926718990207,-1.32666664462509
MoMacDC,p1t2:bcALYD,tumor,tMac1,4812,8.27098919368246,-11.7306208888888,-2.0095882926506
MoMacDC,p7t2:bcGBTE,tumor,tMac3,1203,3.49127182044888,-12.3913350383639,-1.51106815677108
MoMacDC,p1t4:bcFDXB,tumor,tMac4,1299,9.31485758275597,-12.3467288295627,-2.07806687694015
MoMacDC,p1t1:bcHWOE,tumor,tMonoDC,2485,4.98993963782696,-11.0384831706882,-0.76445238929214
MoMacDC,p1t1:bcFSES,tumor,tMac2,4952,4.74555735056543,-12.7402072231174,-1.76510339122238
MoMacDC,p3t3:bcHHCU,tumor,tMac3,1652,8.5956416464891,-13.0242266933322,-0.388857177309413
MoMacDC,p7t2:bcBHWP,tumor,tMac3,1280,2.5,-12.5379605571628,-1.81292538981857
MoMacDC,p1t1:bcAFOQ,tumor,tMac8,6546,6.95080965475099,-12.2577185909152,-0.712180069498438
MoMacDC,p3t1:bcFHLK,tumor,tMono2,3614,9.04814609850581,-10.6015429775119,-1.5359919581932
MoMacDC,p4t3:bcEIKB,tumor,tMonoDC,5761,7.39454955736851,-12.3160910884738,-1.24915533404769
MoMacDC,p7t2:bcHVHH,tumor,tMac7,2255,7.00665188470067,-12.9011550228,-0.856908610872645
MoMacDC,p3t3:bcBYHX,tumor,tMac3,1863,9.17874396135266,-13.2500844280124,-0.587099603227992
MoMacDC,p1t2:bcHCXE,tumor,tMac2,6106,7.20602685882738,-12.7762961665988,-1.76680617671432
MoMacDC,p4t2:bcCNUT,tumor,tMonoDC,1383,9.61677512653651,-11.0451703349948,-0.613885811380763
MoMacDC,p7t2:bcAVNV,tumor,tMac3,13679,9.48168725784048,-12.8551230708957,-1.32475571971359
MoMacDC,p1t2:bcGVSU,tumor,tMac1,1253,5.74620909816441,-12.1797824184299,-2.27742820125045
MoMacDC,p1t2:bcIGUL,tumor,tMac1,11564,8.37080594949844,-12.0590701381564,-2.09433322291793
MoMacDC,p1t1:bcHDST,tumor,tMono1,2391,6.64993726474279,-10.5211568157077,-1.68723039966049
MoMacDC,p3t3:bcBHJM,tumor,tDC2,3001,7.63078973675442,-11.0587134639621,-0.636458567194361
MoMacDC,p5t1:bcAUUO,tumor,tMac3,2622,7.39893211289092,-12.3755326549411,-1.19957952838363
MoMacDC,p5t1:bcIGCU,tumor,tMonoDC,1940,5.82474226804124,-11.3057875911593,-0.694946340135951
MoMacDC,p7t1:bcBVRM,tumor,tMac3,7131,4.23503015004908,-13.0183186809421,-1.47595029216232
MoMacDC,p5t2:bcCIPB,tumor,tMac2,3073,5.46697038724374,-11.1794581691623,-1.84671550136032
MoMacDC,p3t3:bcHATO,tumor,tMacCycl,9470,7.55015839493136,-12.1194701473117,-1.17588835101547
MoMacDC,p1t1:bcIEBP,tumor,tMono1,2074,7.0877531340405,-10.4576773921847,-1.84932284694137
MoMacDC,p1t3:bcHFEO,tumor,tMono1,1034,4.15860735009671,-10.8002572337985,-1.5276341949028
MoMacDC,p1t3:bcIGXL,tumor,tMac1,6180,6.69902912621359,-11.5232491771579,-2.02323155742111
MoMacDC,p1t3:bcDJLC,tumor,tMac3,8594,8.84337910169886,-12.4233918468356,-1.26422648768844
MoMacDC,p3t1:bcGMCI,tumor,tMonoDC,1571,7.32017823042648,-10.9117770473361,-1.15652518611373
MoMacDC,p1t1:bcFWCA,tumor,tMono1,1965,6.46310432569975,-10.681241540134,-1.60827117305221
MoMacDC,p6t1:bcHRZS,tumor,tMac3,5790,6.4594127806563,-12.4368577281833,-0.964433721117396
MoMacDC,p3t1:bcHZPC,tumor,tMono1,2707,7.68378278537126,-10.6401133815646,-1.43287926059188
MoMacDC,p1t1:bcBKAJ,tumor,tMonoDC,4983,7.26469997993177,-11.3837075511813,-1.15510778766098
MoMacDC,p1t3:bcAZOC,tumor,tMac8,4962,6.06610237807336,-12.8909726421237,-0.794614842943568
MoMacDC,p4t1:bcIDBZ,tumor,tMac3,6839,7.45723058926744,-12.4039511958957,-0.441978386454005
MoMacDC,p1t1:bcCRLM,tumor,tMac2,7729,7.32306896105576,-12.6242690364718,-1.86041145663681
MoMacDC,p6t1:bcAPIO,tumor,tMac3,7355,9.57171991842284,-12.5631041805148,-0.594798258356471
MoMacDC,p1t2:bcDHGV,tumor,tMac2,3599,6.72409002500695,-12.5680175105929,-1.89706020694198
MoMacDC,p5t2:bcIDNR,tumor,tMonoDC,1371,7.58570386579139,-11.2944817821383,-0.73058848720016
MoMacDC,p1t4:bcDHJK,tumor,tMac3,2825,7.9646017699115,-12.7917466441989,-1.41310863833847
MoMacDC,p7t1:bcFMNE,tumor,tMac6,4339,5.99216409310901,-13.2106051723361,-0.957689813188929
MoMacDC,p6t1:bcDOHZ,tumor,tMac8,7942,8.81390078065978,-12.4239516536593,-0.466199568323512
MoMacDC,p7t2:bcFAJA,tumor,tMac3,6354,6.83034309096632,-12.244413880527,-1.51572208743515
MoMacDC,p6t1:bcGOYV,tumor,tDC2,2660,8.27067669172932,-11.3328175823092,-0.672309926561732
MoMacDC,p4t3:bcAUKM,tumor,tMac3,5592,7.81473533619456,-12.5236268321872,-0.751313379816432
MoMacDC,p3t3:bcCMJL,tumor,tMac1,1627,6.6379840196681,-11.792174843967,-1.4751120124382
MoMacDC,p7t1:bcAZCV,tumor,tMac3,12539,9.11555945450195,-13.2394480983615,-0.807375720552821
MoMacDC,p3t1:bcHFQV,tumor,tMono3,3508,8.20980615735462,-10.3541856090426,-2.09726696353378
MoMacDC,p7t1:bcDTZJ,tumor,tMac3,2036,5.0098231827112,-12.2295117656589,-2.19082932811202
MoMacDC,p5t2:bcDVSQ,tumor,tDC3,2373,4.76190476190476,-3.30443861883879,12.128529259153
MoMacDC,p1t1:bcEUFV,tumor,tMac3,1029,8.26044703595724,-12.502509621799,-1.29112320285263
MoMacDC,p1t4:bcDLMK,tumor,tMac1,2882,7.32130464954892,-12.3385987560153,-2.13019495349349
MoMacDC,p3t3:bcIFHT,tumor,tMac1,1539,5.45808966861598,-11.4570699016452,-1.86078029017868
MoMacDC,p1t3:bcHEWL,tumor,tMono1,8347,6.40948843896011,-10.8581948558688,-1.32051949840011
MoMacDC,p7t2:bcAESL,tumor,tMac3,2207,7.65745355686452,-12.9448056499362,-1.1779928718132
MoMacDC,p3t2:bcFQRL,tumor,tMac3,14096,7.47729852440409,-12.8399987499118,-0.492379239611048
MoMacDC,p7t2:bcHGVH,tumor,tMac3,7910,6.44753476611884,-12.97559693259,-1.05873303752365
MoMacDC,p7t2:bcATGB,tumor,tMac3,4433,7.15091360252651,-13.0695500652194,-0.561138442568202
MoMacDC,p7t1:bcICVP,tumor,tMac1,3778,9.39650608787718,-11.6216531078219,-2.1811655078453
MoMacDC,p7t2:bcETUI,tumor,tMonoDC,1698,5.18256772673734,-10.8832669536471,-0.781111649088282
MoMacDC,p1t2:bcFAAJ,tumor,tMacCycl,7875,6.47619047619047,-11.4858403484225,-1.95882420878829
MoMacDC,p7t2:bcANYU,tumor,tMac3,4683,8.02904121289772,-13.0532460491061,-0.539525440744776
MoMacDC,p1t4:bcFOPA,tumor,tMac1,4508,5.54569653948536,-11.9471850673556,-2.16348009448471
MoMacDC,p5t1:bcFXDM,tumor,tMono2,1887,6.46528881822999,-10.6908574382663,-1.97329335551681
MoMacDC,p1t3:bcBLBZ,tumor,tMac3,8354,7.86449604979651,-12.6612620632052,-1.29099707942428
MoMacDC,p1t2:bcDCSA,tumor,tMac1,6763,3.87402040514565,-11.8984570781589,-2.20489793162765
MoMacDC,p7t2:bcEYXV,tumor,tMac3,6612,5.32365396249244,-13.2500624935031,-0.669620207361598
MoMacDC,p1t4:bcGLNV,tumor,tMonoDC,6568,7.36906211936663,-11.3595137874484,-1.27841549258651
MoMacDC,p3t3:bcFPXP,tumor,tMac3,2812,7.29018492176387,-13.1053414623141,-0.749322107843775
MoMacDC,p7t1:bcANYU,tumor,tMac3,3978,8.27048768225239,-13.1069903652072,-0.5506301436943
MoMacDC,p6t1:bcICTH,tumor,tMono1,2731,6.99377517392896,-10.4508300105929,-1.87587838511886
MoMacDC,p1t3:bcADTP,tumor,tMono1,6719,5.75978568239321,-10.5849633495212,-1.60723548274459
MoMacDC,p1t2:bcEVKU,tumor,tMono1,4030,6.17866004962779,-10.5059867183566,-1.8372238193077
MoMacDC,p1t2:bcHKEY,tumor,tMac3,3302,3.69473046638401,-12.7329221050143,-1.74606376033248
MoMacDC,p7t1:bcDTAW,tumor,tMac6,1421,8.02251935256861,-13.1540780345798,-0.945708564333338
MoMacDC,p7t2:bcHMKZ,tumor,tMac3,1181,5.08044030482642,-12.5860209743381,-1.55709271769943
MoMacDC,p3t2:bcDWZI,tumor,tMac3,8680,7.40783410138249,-12.7285590450168,-0.831724456362147
MoMacDC,p6t2:bcFMLX,tumor,tMac3,11915,6.13512379353756,-12.7536015788913,-0.382396510652918
MoMacDC,p5t1:bcGFYS,tumor,tMac4,1573,9.15448188175461,-12.3722939769626,-1.84816294055404
MoMacDC,p7t1:bcFMLU,tumor,tMac1,4637,6.21091222773345,-11.0798745433688,-2.09555893283309
MoMacDC,p1t2:bcBSRM,tumor,tMac6,2803,8.41955048162683,-12.7792668620944,-1.76784830432357
MoMacDC,p5t1:bcCOKS,tumor,tMac3,1059,9.91501416430595,-12.9531798641086,-0.811577848009486
MoMacDC,p7t1:bcFZGQ,tumor,tMac2,1023,7.42913000977517,-10.7911868373752,-1.59736233096542
MoMacDC,p3t3:bcEJOD,tumor,tMac3,1790,8.04469273743017,-13.1066994945407,-0.518871120027918
MoMacDC,p1t1:bcENEA,tumor,tMono1,4070,5.77395577395577,-10.5381408016086,-1.70304780345382
MoMacDC,p5t1:bcFYLX,tumor,tDC2,1554,5.98455598455599,-11.0488848964572,-0.563273361734767
MoMacDC,p1t2:bcIEGR,tumor,tMac4,9743,7.47203120188854,-12.5730910579562,-1.90109138827743
MoMacDC,p7t1:bcGVUK,tumor,tMac3,1062,9.41619585687383,-12.9779038707614,-1.14083009105148
MoMacDC,p1t2:bcHQGJ,tumor,tMac1,3133,7.56463453558889,-11.4609475414157,-1.60796861987533
MoMacDC,p6t2:bcFASX,tumor,tMac2,3622,8.08945334069575,-12.5334019939303,-1.17399745326461
MoMacDC,p1t3:bcBYUG,tumor,tMac2,7086,9.5963872424499,-12.5348420421481,-1.21348743777694
MoMacDC,p4t3:bcBOZM,tumor,tMonoDC,5404,9.56698741672835,-10.9618201534152,-0.729155233911891
MoMacDC,p4t3:bcHDED,tumor,tMac9,6408,7.77153558052434,-12.3827157298923,-0.652721217684168
MoMacDC,p4t3:bcEXYZ,tumor,tMac8,3608,5.21064301552107,-12.5034508983493,-0.354711106829066
MoMacDC,p2t2:bcCHGL,tumor,tMac1,9700,7.08247422680412,-11.4845929424167,-1.98606925349655
MoMacDC,p3t1:bcEDUE,tumor,tMono3,2863,7.64931889626266,-10.3900876323581,-2.05314784388961
MoMacDC,p1t3:bcGHQL,tumor,tMac3,20323,9.78202037100822,-12.7489028255343,-1.76082663875045
MoMacDC,p1t1:bcCMTO,tumor,tMac1,1606,8.9041095890411,-12.218966035068,-2.26440410952987
MoMacDC,p1t3:bcENCT,tumor,tMonoDC,6145,7.40439381611066,-11.4621787349582,-1.10325556140365
MoMacDC,p7t1:bcDOEV,tumor,tMac2,4379,5.64055720484129,-12.1597056667209,-1.62602453570785
MoMacDC,p1t4:bcGHUH,tumor,tMac1,4073,7.80751288976185,-11.9212670604587,-2.03890424113693
MoMacDC,p1t4:bcHMFY,tumor,tMac2,1997,9.36404606910366,-12.8409896175265,-1.39625840526046
MoMacDC,p1t1:bcGBHW,tumor,tMac1,4789,4.30152432658175,-12.1058907787204,-2.27371912341537
MoMacDC,p7t1:bcHVVS,tumor,tMac3,2103,3.28102710413695,-12.213332680881,-2.03762917857589
MoMacDC,p3t3:bcEYQZ,tumor,tMac3,12290,8.62489829129374,-13.0433430950046,-0.77265220027389
MoMacDC,p1t1:bcALKP,tumor,tMac4,5466,7.28137577753385,-12.7377600948215,-1.83313446383895
MoMacDC,p1t2:bcHQKQ,tumor,tMac1,7122,6.47290087054198,-12.2388263027072,-2.16186838488998
MoMacDC,p1t4:bcGSYM,tumor,tMono1,1748,7.09382151029748,-11.3845019618869,-1.51309018474044
MoMacDC,p6t1:bcBDPU,tumor,tMac3,5245,6.5395614871306,-12.6848759929538,-0.402666500620265
MoMacDC,p3t2:bcHEYY,tumor,tDC1,2609,9.6972019931008,-10.8398309032321,-0.650281361154933
MoMacDC,p7t2:bcHYCQ,tumor,tMac3,6720,5.87797619047619,-12.4745602886081,-2.0807393107933
MoMacDC,p1t4:bcHROF,tumor,tMac3,1988,4.77867203219316,-12.3779473583102,-1.99653511386337
MoMacDC,p7t2:bcEZYQ,tumor,tMac3,5310,4.46327683615819,-11.6261153499484,-1.84152894359054
MoMacDC,p4t2:bcDOMO,tumor,tMac8,1365,7.69230769230769,-12.7661481181979,-0.721514633707423
MoMacDC,p4t3:bcDWFN,tumor,tMonoDC,3712,7.46228448275862,-12.1171536723971,-0.625510266832728
MoMacDC,p1t2:bcDWXI,tumor,tMono1,4509,6.76424927921934,-10.7503962795138,-1.36544018130722
MoMacDC,p7t2:bcFCXQ,tumor,tMac3,1279,9.3041438623925,-13.0533767024875,-1.12948804240646
MoMacDC,p7t2:bcDVIF,tumor,tMac3,2257,8.01949490474081,-13.1732945720553,-0.67658286433639
MoMacDC,p3t3:bcHWUM,tumor,tMonoDC,1612,9.92555831265509,-11.162439850986,-1.01322727542343
MoMacDC,p7t2:bcAFPK,tumor,tMac3,9761,4.08769593279377,-11.7624268810153,-1.78635149341049
MoMacDC,p5t2:bcEUML,tumor,tMac1,1044,8.9080459770115,-10.8935141841769,-2.02505760531845
MoMacDC,p7t2:bcGFPU,tumor,tMac6,4544,6.49207746478873,-13.1872792522311,-0.66306751113357
MoMacDC,p5t1:bcFBLC,tumor,tMac1,2159,7.8740157480315,-12.0403132717013,-2.12651973109664
MoMacDC,p6t1:bcBOZN,tumor,tMac9,6505,8.08608762490392,-12.237336663425,-0.760515740923304
MoMacDC,p4t1:bcGIMM,tumor,tMac3,3040,8.84868421052632,-12.4549336711764,-0.901963523439784
MoMacDC,p3t2:bcBDOD,tumor,tMac1,1251,6.95443645083933,-10.6339850704074,-1.90018515925827
MoMacDC,p6t2:bcHLQD,tumor,tMac2,7177,8.12317124146579,-12.2545390407443,-1.13510685306015
MoMacDC,p1t2:bcFMNA,tumor,tMac1,2255,9.40133037694013,-12.0443024913669,-2.25426750522079
MoMacDC,p7t1:bcFTDQ,tumor,tMac1,5807,7.54262097468572,-11.5323195735812,-1.87610965114059
MoMacDC,p6t1:bcGIQY,tumor,tMac3,3478,7.64807360552041,-12.3949876109958,-0.955730489305872
MoMacDC,p7t2:bcFCWI,tumor,tMac3,4226,2.36630383341221,-13.130906609714,-1.08156137805404
MoMacDC,p1t1:bcFQMZ,tumor,tMonoDC,4549,6.22114750494614,-11.3132634441257,-1.15439229350509
MoMacDC,p4t1:bcHKTI,tumor,tDC1,5254,9.57365816520746,-10.8645234386325,-0.719088963083643
MoMacDC,p1t2:bcGWSJ,tumor,tMac3,2556,9.23317683881064,-12.8942504207492,-1.55431442599716
MoMacDC,p1t1:bcAHFF,tumor,tMono2,1083,8.7719298245614,-10.6595149318576,-1.4473152671379
MoMacDC,p3t3:bcHMFP,tumor,tMac8,4058,8.84672252341055,-12.1748643199801,-0.683979085497279
MoMacDC,p1t1:bcEBIC,tumor,tMac8,4555,8.4742041712404,-12.8516021053195,-1.70247106891098
MoMacDC,p6t2:bcCXBI,tumor,tMac3,4860,8.8477366255144,-12.3979831020236,-0.774428180269618
MoMacDC,p1t4:bcFFMJ,tumor,tMac3,4533,4.41208912420031,-12.0520825664401,-0.812252811006922
MoMacDC,p1t2:bcHYHZ,tumor,tMac3,1419,8.52713178294574,-13.2345919887424,-1.00063257556381
MoMacDC,p7t1:bcBTDL,tumor,tMac1,3726,7.51476113794954,-11.4390673915744,-1.80950956683578
MoMacDC,p1t2:bcAEBJ,tumor,tMono3,1733,7.73225620311598,-10.3849892894626,-2.05153065066757
MoMacDC,p7t2:bcBSGT,tumor,tMac6,3760,9.04255319148936,-13.2773928920627,-0.844482949785609
MoMacDC,p6t1:bcIEZU,tumor,tMac3,4833,7.94537554314091,-12.2568326274753,-1.05117397647323
MoMacDC,p7t2:bcFMME,tumor,tMac1,7947,4.8320120800302,-12.2905631343722,-2.17692976336898
MoMacDC,p1t2:bcDAGU,tumor,tMac1,1742,5.39609644087256,-11.639207390964,-2.13239364962997
MoMacDC,p6t2:bcFGQJ,tumor,tMonoDC,5822,8.00412229474408,-12.3045010845065,-0.729608825258631
MoMacDC,p7t1:bcHXJM,tumor,tMac1,2853,4.8720644935156,-12.0978398601413,-2.29414992671432
MoMacDC,p1t4:bcHJHH,tumor,tMac2,7686,5.03512880562061,-11.5960507671237,-2.00819044452133
MoMacDC,p3t2:bcCEPK,tumor,tMonoDC,3377,7.0180633698549,-10.9325156490207,-0.658158472589869
MoMacDC,p1t1:bcEUOH,tumor,tMac3,6188,7.20749838396897,-12.7433276454806,-1.77472238879623
MoMacDC,p1t4:bcFGKW,tumor,tMac2,6054,8.39114634952098,-12.2585025112033,-1.58210783343734
MoMacDC,p7t2:bcIAXG,tumor,tMono3,3181,4.93555485696322,-10.4907946864963,-2.04052644114913
MoMacDC,p4t3:bcEPNT,tumor,tMac1,5888,5.28192934782609,-11.1973471919894,-1.855916551165
MoMacDC,p1t4:bcCRUB,tumor,tMac2,2378,8.49453322119428,-12.484123734653,-1.44067745547714
MoMacDC,p7t2:bcHETW,tumor,tMac2,1748,5.32036613272311,-10.8010812084079,-1.42400913577499
MoMacDC,p1t3:bcAQZX,tumor,tMono2,3902,7.09892362890825,-10.6225467006564,-1.51942735057296
MoMacDC,p5t1:bcDGLI,tumor,tMac6,2920,5.30821917808219,-13.1292271892428,-0.828131011537928
MoMacDC,p7t2:bcHASL,tumor,tMac3,7384,6.25677139761647,-12.7574277202487,-1.31231980662765
MoMacDC,p1t2:bcCOHI,tumor,tMac4,2193,8.48153214774282,-12.6651711742282,-1.55249863009872
MoMacDC,p1t1:bcBANQ,tumor,tMonoDC,2874,7.30688935281837,-11.1565470973849,-0.944523147158045
MoMacDC,p7t1:bcCPFF,tumor,tMac6,1482,7.62483130904184,-13.2696242610812,-0.898256352953333
MoMacDC,p1t3:bcEGIO,tumor,tMono2,5507,5.99237334301798,-10.4509682933688,-1.9672573123497
MoMacDC,p1t1:bcIDWG,tumor,tMonoDC,1851,4.53808752025932,-10.8389106075168,-1.4220626864952
MoMacDC,p1t2:bcHWLW,tumor,tMac2,1306,6.96784073506891,-12.8070016185641,-1.2574492011589
MoMacDC,p4t3:bcFTGM,tumor,tMac3,7219,9.28106385926029,-12.608035592258,-0.398503235391993
MoMacDC,p5t2:bcFAMU,tumor,tMac4,4142,4.34572670207629,-12.45792820853,-2.06966595988693
MoMacDC,p6t2:bcEZKW,tumor,tMac7,8627,8.09087747768633,-12.5375466625094,-1.20892696719589
MoMacDC,p7t2:bcBCGA,tumor,tMac6,5918,5.11997296383914,-13.0790143291354,-0.637504986338038
MoMacDC,p1t3:bcCJMR,tumor,tMac3,7718,9.73050012956725,-12.8103013316989,-1.6679704700035
MoMacDC,p6t2:bcGLNP,tumor,tMac2,3992,8.56713426853708,-11.8354659358859,-1.0594511542839
MoMacDC,p3t3:bcGZWR,tumor,tMac3,9830,9.68463886063072,-12.8713593761325,-0.33685069423141
MoMacDC,p5t1:bcFULO,tumor,tMac4,3959,6.33998484465774,-12.0956692973971,-1.79677420001449
MoMacDC,p3t3:bcFEXV,tumor,tMonoDC,1379,9.28208846990573,-10.9509578029513,-0.570689133219142
MoMacDC,p5t2:bcCZFS,tumor,tMac4,1134,5.73192239858907,-12.5424294750094,-1.96017508845748
MoMacDC,p7t1:bcGVVN,tumor,tMac3,9237,5.57540326945978,-12.970825699985,-1.1138899837059
